british,american,irregular_plural,adjective,adverb,conjunction,determiner,discourse_marker,exclamation,interrogative,noun,possessive,preposition,pronoun,title,verb,starters,movers,flyers,animals,body_and_face,clothes,colours,family_and_friends,food_and_drink,health,home,materials,names,numbers,places_and_directions,school,sports_and_leisure,time,toys,transport,weather,work,world_around_us,audioKey,audioValue,cambridgeAudioGB,cambridgeAudioUS,audioSource,isBritishAccent,isAmericanAccent,definitionEn,definitionVi,translationVi,exampleStarters,exampleMovers,exampleFlyers,exampleStartersVi,exampleMoversVi,exampleFlyersVi,ipa,ipaGB,ipaUS,status
want,want,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,want,http://static.sfdict.com/staticrep/dictaudio/NEW/NEW15870.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwan/ukwant_001.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wan/want_/want.mp3,SF Dictionary,FALSE,FALSE,To wish to have or do something.,Muốn nghĩa là mong muốn có hoặc làm điều gì đó.,muốn,I want a toy.,She wanted a new book yesterday.,"If you want to learn English, you should practice every day.",Em muốn một món đồ chơi.,Cô ấy đã muốn một cuốn sách mới hôm qua.,"Nếu bạn muốn học tiếng Anh, bạn nên luyện tập mỗi ngày.",,/wɒnt/,/wɑːnt/,done
watch (TV),watch (TV),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,To look at moving pictures on a television screen for fun or information.,Nhìn vào màn hình TV để xem hình ảnh chuyển động giải trí hoặc học hỏi.,xem TV,I watch TV.,I am watching my favourite cartoon now.,"Last night, I watched a funny TV show with my family.",Em xem TV.,Bây giờ em đang xem phim hoạt hình yêu thích.,"Tối qua, em đã xem chương trình TV vui với gia đình.",,/wɒtʃ/,/wɑːtʃ/,done
watch (wrist),watch (wrist),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,A watch is a small clock you wear on your wrist to see time.,Đồng hồ đeo tay là chiếc đồng hồ nhỏ bạn đeo trên cổ tay để xem giờ.,đồng hồ đeo tay,I have a watch.,She is wearing a new watch today.,I bought a watch because I want to know the time easily.,Em có một chiếc đồng hồ đeo tay.,Cô ấy đang đeo một chiếc đồng hồ mới hôm nay.,Em đã mua một chiếc đồng hồ để dễ xem giờ hơn.,,/wɒtʃ/,/wɑːtʃ/,done
water,water,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,water,http://dictionary.cambridge.org/us/media/english/us_pron/w/wat/water/water.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwas/ukwaspi026.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wat/water/water.mp3,Cambridge,FALSE,TRUE,A clear liquid that people and animals drink to live.,Một chất lỏng trong suốt mà người và động vật uống để sống.,nước,I drink water.,She is drinking water because she is thirsty.,"If you do not drink enough water, you can feel very tired and thirsty.",Em uống nước.,Cô ấy đang uống nước vì cô ấy khát.,"Nếu bạn không uống đủ nước, bạn sẽ cảm thấy rất mệt và khát.",,/ˈwɔː.tər/,/ˈwɑː.t̬ɚ/,done
watermelon,watermelon,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,watermelon,http://www.onelook.com/pronounce/macmillan/US/watermelon-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwat/ukwater009.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wat/water/watermelon.mp3,OneLook/Macmillan,FALSE,TRUE,"A large, round fruit with green skin and sweet red inside.","Một loại quả to, tròn, có vỏ xanh và ruột đỏ ngọt.",dưa hấu,I like watermelon.,We ate watermelon at the picnic yesterday.,"If you eat watermelon in summer, you will feel cool and happy.",Em thích dưa hấu.,Chúng em đã ăn dưa hấu ở buổi dã ngoại hôm qua.,"Nếu bạn ăn dưa hấu vào mùa hè, bạn sẽ cảm thấy mát và vui.",,/ˈwɔː.tə.mel.ən/,/ˈwɑː.t̬ɚˌmel.ən/,done
we,we,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwax/ukwaxwo014.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/we_/we___/we.mp3,,FALSE,FALSE,A pronoun used to talk about yourself and other people together.,Một đại từ dùng để nói về mình và những người khác cùng nhau.,chúng tôi,We like to play.,We are going to the park today.,We have been friends since we were very young children.,Chúng tôi thích chơi.,Chúng tôi sẽ đi công viên hôm nay.,Chúng tôi đã là bạn từ khi còn rất nhỏ.,,/wiː/,/wiː/,done
wear,wear,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wear,http://www.yourdictionary.com/audio/w/we/wear.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwax/ukwaxwo028.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus74/eus74948.mp3,YourDictionary,FALSE,TRUE,To put on clothes or accessories on your body.,Mặc nghĩa là khoác quần áo hoặc đồ trang sức lên người.,mặc,I wear a hat.,She is wearing a red dress today.,He wore his new shoes to school yesterday because they are very comfortable.,Em mặc một chiếc mũ.,Cô ấy đang mặc một chiếc váy đỏ hôm nay.,"Hôm qua, anh ấy đã mang đôi giày mới đến trường vì chúng rất thoải mái.",,/weər/,/wer/,done
well (...),well (...),,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,A word used to start talking or to think before answering.,Một từ dùng để bắt đầu nói hoặc suy nghĩ trước khi trả lời.,thôi,"Well, I like cats.","Well, I was playing when you called.","Well, if you want to come, you should tell me soon.","Thôi, em thích mèo.","Thôi, khi bạn gọi, tôi đang chơi.","Thôi, nếu bạn muốn đến, bạn nên nói với tôi sớm.",,/wel/,/wɛl/,done
well done,well done,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,Saying 'well done' means you praise someone for a good job.,Nói 'giỏi lắm' để khen ai đó làm việc tốt.,giỏi lắm,You say well done.,I said well done to my friend yesterday.,She said well done when I finished my homework on time.,Bạn nói giỏi lắm.,"Hôm qua, tôi đã nói giỏi lắm với bạn tôi.",Cô ấy nói giỏi lắm khi tôi làm xong bài tập đúng giờ.,,/ˌwel ˈdʌn/,/ˌwɛl ˈdʌn/,done
what,what,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwet/ukwet__021.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wha/what_/what.mp3,,FALSE,FALSE,A word used to ask about things or information.,Một từ dùng để hỏi về đồ vật hoặc thông tin.,cái gì,What is this?,What are you doing now?,What did you eat for breakfast this morning?,Cái này là gì?,Bạn đang làm gì bây giờ?,Bạn đã ăn gì cho bữa sáng sáng nay?,,/wɒt/,/wʌt/,done
where,where,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwhe/ukwheel014.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/whe/where/where.mp3,,FALSE,FALSE,Asking about the place or location of something or someone.,Dùng để hỏi về nơi chốn hoặc vị trí của ai đó hoặc vật gì.,ở đâu,Where is my ball?,Where are you going now?,Do you know where the library is in our school?,Quả bóng của tôi ở đâu?,Bây giờ bạn đang đi đâu?,Bạn có biết thư viện ở đâu trong trường chúng ta không?,,/weə/,/wer/,done
which,which,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwhe/ukwheel030.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/whi/which/which.mp3,,FALSE,FALSE,A word used to ask about one or more things from a group.,Một từ dùng để hỏi về một hoặc nhiều vật trong nhóm.,cái nào,Which is your toy?,Which book did you read yesterday?,Can you tell me which colour you like the most and why?,Cái nào là đồ chơi của bạn?,Bạn đã đọc cuốn sách nào ngày hôm qua?,Bạn có thể nói cho tôi biết bạn thích màu nào nhất và tại sao không?,,/wɪtʃ/,/wɪtʃ/,done
white,white,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,http://img2.tfd.com/pron/mp3/en/US/df/dfsydod5sydohr.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwhi/ukwhisk009.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/whi/white/white.mp3,The Free Dictionary,FALSE,TRUE,"Describing the colour of snow or milk, very light and bright.","Màu của tuyết hoặc sữa, rất sáng và nhạt.",màu trắng,The ball is white.,She is wearing a white dress today.,The white clouds in the sky look soft and fluffy after the rain.,Quả bóng màu trắng.,Cô ấy đang mặc một chiếc váy màu trắng hôm nay.,Những đám mây trắng trên bầu trời trông mềm và bông sau cơn mưa.,,/waɪt/,/waɪt/,done
who,who,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,who,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukw/ukwhi/ukwhisk029.mp3,https://dictionary.cambridge.org/media/english/uk_pron/c/cdo/cdo02/cdo0216whouk2279.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/who/who__/who.mp3,Cambridge,TRUE,TRUE,A question word used to ask about a person or people.,Một từ để hỏi về người hoặc những người.,ai,Who is he?,Who is coming to your party today?,Do you know who is playing football in the park now?,Ai là anh ấy?,Ai sẽ đến bữa tiệc của bạn hôm nay?,Bạn có biết ai đang chơi bóng đá trong công viên không?,,/huː/,/huː/,done
whose,whose,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwho/ukwhodu027.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/who/whose/whose.mp3,,FALSE,FALSE,Asking about who something belongs to or is connected with.,Dùng để hỏi về người mà vật hoặc việc gì đó thuộc về.,của ai,Whose ball is this?,Whose bag are you carrying now?,Do you know whose book is on the table over there?,Quả bóng này là của ai?,Bạn đang mang cặp của ai vậy?,Bạn có biết cuốn sách trên bàn kia là của ai không?,,/huːz/,/huːz/,done
window,window,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,window,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukw/ukwin/ukwinde007.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwin/ukwinde007.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/win/windo/window.mp3,Cambridge,TRUE,TRUE,A window is an opening in a wall to let light and air in.,Cửa sổ là một chỗ mở trên tường để cho ánh sáng và không khí vào.,cửa sổ,I see the window.,The window is open and the wind is cool.,The window was closed because it was raining outside yesterday.,Em nhìn thấy cửa sổ.,Cửa sổ đang mở và gió rất mát.,Cửa sổ đã đóng vì hôm qua trời mưa bên ngoài.,,/ˈwɪn.dəʊ/,/ˈwɪn.doʊ/,done
with,with,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwis/ukwispy012.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wit/with_/with.mp3,,FALSE,FALSE,Describing being together or having something at the same time.,Diễn tả việc cùng nhau hoặc có cái gì đó cùng lúc.,với,I play with my dog.,She is eating with her family now.,I went to the park with my friends yesterday afternoon.,Em chơi với con chó của em.,Cô ấy đang ăn với gia đình bây giờ.,"Hôm qua chiều, em đã đi công viên với các bạn của em.",,/wɪð/,/wɪð/,done
woman,woman,women,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,woman,http://static.sfdict.com/staticrep/dictaudio/W02/W0218700.mp3,,,SF Dictionary,FALSE,FALSE,A woman is an adult female person.,Phụ nữ là người lớn giới tính nữ.,phụ nữ,The woman is kind.,The woman is cooking dinner now.,The woman who lives next door is very friendly and helpful.,Người phụ nữ thì tốt bụng.,Người phụ nữ đang nấu bữa tối bây giờ.,Người phụ nữ sống bên cạnh rất thân thiện và hay giúp đỡ.,,/ˈwʊm.ən/,/ˈwʊm.ən/,done
word,word,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,word,http://www.oxforddictionaries.com/media/english/uk_pron/w/wor/word_/word__gb_1_8.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwoo/ukwoodl025.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wor/word_/word.mp3,Oxford,TRUE,FALSE,A word is a small part of language with meaning.,Từ là một phần nhỏ của ngôn ngữ có nghĩa.,từ,I know a new word.,She wrote many words in her notebook.,"If you learn new words, you can speak English better.",Em biết một từ mới.,Cô ấy viết nhiều từ trong vở của mình.,"Nếu bạn học từ mới, bạn sẽ nói tiếng Anh tốt hơn.",,/wɜːd/,/wɝːd/,done
would like,would like,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,To politely say what you want or wish to have or do.,Nói lịch sự về điều bạn muốn hoặc mong muốn làm hoặc có.,muốn,I would like juice.,She would like to play with us today.,I would like to visit my grandma when I finish school.,Em muốn nước ép.,Cô ấy muốn chơi với chúng tôi hôm nay.,Em muốn đến thăm bà khi em tan học.,,/wʊd laɪk/,/wʊd laɪk/,done
wow,wow,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wow,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukw/ukwor/ukworth015.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwor/ukworth015.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wow/wow__/wow.mp3,Cambridge,TRUE,TRUE,An exclamation to show surprise or excitement.,Một từ dùng để thể hiện sự ngạc nhiên hoặc vui thích.,ồ,Wow! It is big.,Wow! The dog is running fast.,Wow! I saw a beautiful rainbow after the rain yesterday.,Ồ! Nó to lắm.,Ồ! Con chó đang chạy rất nhanh.,Ồ! Hôm qua em đã thấy cầu vồng đẹp sau cơn mưa.,,/waʊ/,/waʊ/,done
write,write,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,write,http://www.oxforddictionaries.com/media/english/uk_pron/w/wri/write/write__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukr/ukrid/ukrider015.mp3,https://dictionary.cambridge.org/media/english/us_pron/r/rig/right/right.mp3,Oxford,TRUE,FALSE,To put words or letters on paper or a screen using a pen or keyboard.,Viết là dùng bút hoặc bàn phím để ghi chữ lên giấy hoặc màn hình.,viết,I write my name.,She is writing a letter to her friend.,I wrote a story about my holiday last summer for school.,Em viết tên của mình.,Cô ấy đang viết thư cho bạn.,Em đã viết một câu chuyện về kỳ nghỉ hè năm ngoái cho trường học.,,/raɪt/,/raɪt/,done
year,year,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,year,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/Y/DEJEW46B6X2R.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uky/ukyd_/ukyd___005.mp3,https://dictionary.cambridge.org/media/english/us_pron/y/yea/year_/year.mp3,Vocabulary.com,FALSE,TRUE,A year is a time of 12 months or 365 days.,Năm là khoảng thời gian gồm 12 tháng hoặc 365 ngày.,năm,I am five years old.,"Last year, I went to the beach with my family.",A year has 365 days and is divided into 12 months.,Em năm tuổi.,"Năm ngoái, em đi biển với gia đình.",Một năm có 365 ngày và được chia thành 12 tháng.,,/jɪə(r)/,/jɪr/,done
yellow,yellow,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,http://dictionary.cambridge.org/us/media/english/uk_pron/u/uky/ukyd_/ukyd___013.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uky/ukyd_/ukyd___013.mp3,https://dictionary.cambridge.org/media/english/us_pron/y/yel/yello/yellow.mp3,Cambridge,TRUE,TRUE,Describing a colour like the sun or a banana.,Màu giống như màu của mặt trời hoặc quả chuối.,màu vàng,It is yellow.,The yellow flower is very pretty.,The yellow bird flew quickly across the blue sky.,Nó màu vàng.,Bông hoa màu vàng rất đẹp.,Con chim màu vàng bay nhanh qua bầu trời xanh.,,/ˈjel.əʊ/,/ˈjel.oʊ/,done
yes,yes,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yes,http://www.onelook.com/pronounce/macmillan/US/yes-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uky/ukyd_/ukyd___024.mp3,https://dictionary.cambridge.org/media/english/us_pron/y/yes/yes__/yes.mp3,OneLook/Macmillan,FALSE,TRUE,A word to say when you agree or answer positively.,Một từ dùng để trả lời đồng ý hoặc khẳng định.,vâng,"Yes, I like it.",She said yes when I asked her.,"If you want to join us, just say yes and come along.","Vâng, em thích nó.",Cô ấy nói vâng khi tôi hỏi cô ấy.,"Nếu bạn muốn tham gia, chỉ cần nói vâng và đến cùng chúng tôi.",,/jes/,/jes/,done
